job_id,title,company,location,description,contract_time,salary_predicted,latitude,longitude,category,created,job_url
5864427094,Data Engineer,MHPI,India,"Job Description About Us Masco Home Products India (MHPI) is a fully owned subsidiary of Masco Corporation , headquartered in Livonia, MI. The vision of MHPI is to be recognized as a world-class Global Business Services organization driven by the desire for excellence in its people, business solutions, execution, and partnerships with internal customers to develop “Lean and Simple” business solutions. Headquartered in Livonia, Michigan, Masco Corporation is a global leader in the design, manufa…",,0,,,IT Jobs,2026-09-01 16:20:55+00:00,https://www.adzuna.in/land/ad/5864427094?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=742693F3265EA1AB31080D09274489F174EB6AB5
5870527464,Data Engineer,Recro,India,"Job Title: Data Engineer-AWS Experience: 2–3 Years Location: Pune Work Mode: Work from Office-Pune About the Role We are seeking a Junior Data Engineer with 2 to 3 years of experience to join our growing team in Pune. In this role, you will work alongside senior engineers to build, optimise, and maintain data pipelines, write efficient SQL queries, and utilise AWS cloud services to enable data processing and analytics across the organisation. Key Responsibilities Assist in developing, testing, …",,0,,,IT Jobs,2026-09-04 16:57:28+00:00,https://www.adzuna.in/land/ad/5870527464?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=0B6608796342581E1F75E76CBFA752ADFD2A0010
5867263507,Data Engineer,Tata Consultancy Services,India,"Dear Candidate, We have face to face interview @ Gurgaon 5th Sep,2026 Experience : 5-10yrs Please apply if you are interested and available for in person interview. Skills: 1.Data Engineer – Python PySpark, SQL, AWS 2.Data Analyst-Power BI, SQL, Statistical skill 3.Sr. Java Engineers-Microservices, Kafka 4.Data Scientist 5.Data Modeler 6.Data Engineer – Databricks, Splunk 7.AWS DevOps Engineer 8.Smart Comm Developer",,0,,,IT Jobs,2026-09-02 21:45:17+00:00,https://www.adzuna.in/land/ad/5867263507?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=D8AC08290284E56445A4F253FABC0AF5EE2DE3F8
5867270306,Data Engineer,Questhiring,India,"Role: Data Engineer II – GCP Data Platform Objective of the Role We are looking for a hands-on Data Engineer II with strong Google Cloud Platform experience to build scalable data pipelines, transformations and reusable data-platform capabilities. You will work across Data Engineering and Data Platform Engineering , independently delivering production-grade data products while contributing reusable components and engineering patterns that can be adopted across multiple teams and use cases. The …",,0,,,IT Jobs,2026-09-02 21:46:19+00:00,https://www.adzuna.in/land/ad/5867270306?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=8BA4AF94A21BC378A0F34254C9BD0D72B6A697F1
5864439387,Data Engineer,The HEINEKEN Company,"Hyderabad, Telangana","Your Role: You will be a part of the data engineering team and working on in-house products in for Data Foundation Collaborating closely with Data Engineering Leads and managers and other DataOps teams. This role involves hands-on development work and will directly report to Data Engineering Lead. Must have skills: Azure Databricks, Unity Catalog, Delta live tables Data Modelling & Architecture ETL pipeline design Expert in Python, Pyspark and SQL Azure Data Factory Azure DevOps Logging and Mon…",,0,17.40275,78.50806,IT Jobs,2026-09-01 16:22:56+00:00,https://www.adzuna.in/land/ad/5864439387?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=BE39AD1181CCF6D5F6C2B89D775BB6971449EBF5
5864424257,Data Engineer,InterEx Group,India,"Azure Data Engineer (Contract) – INDIA – Fully Remote – 6 Months We’re hiring an experienced Azure Data Engineer to support a growing analytics platform and help scale modern data pipelines in a cloud-first environment. This is a hands-on role focused on building reliable data foundations that enable reporting, modelling and business insights. What you’ll do Build and maintain scalable data pipelines in Azure Ingest and transform data from multiple enterprise systems (including ERP sources) Imp…",,0,,,IT Jobs,2026-09-01 16:20:19+00:00,https://www.adzuna.in/land/ad/5864424257?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=F127F3ABC8FA5F5C9204D22779C4822F9671E1FB
5864440105,Data Engineer,Indium,"Chennai, Tamil Nadu","Experience: 8 yrs Location: Remote Notice: Imm to 15 days Mandatory Skills: DBT, AWS, Snowflake on AWS, Amazon Redshift, Tableau. We are seeking an experienced Senior Data Engineer with strong expertise in DBT, AWS, Snowflake, Redshift, and Tableau . The ideal candidate will be responsible for designing, developing, and optimizing scalable data pipelines, data models, and analytics solutions to support business intelligence and reporting needs Required Skills 8 years of experience in Data Engin…",,0,13.06041,80.24963,IT Jobs,2026-09-01 16:23:01+00:00,https://www.adzuna.in/land/ad/5864440105?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=D72AA9D096BBB80ADD142C0F6FC3882220E3B40D
5869558895,Data Engineering,CirrusLabs,"Hyderabad, Telangana","Job Title: Data & Integration Engineer (7 Years) Role Summary We are seeking a skilled Data & Integration Engineer with 7 years of experience in designing, developing, and maintaining scalable data integration solutions. The ideal candidate will have expertise in data engineering, API integrations, cloud platforms, and ETL processes to support AI, automation, and enterprise data initiatives. Key Responsibilities Design, develop, and maintain scalable data pipelines, ETL/ELT workflows, and data …",,0,17.40275,78.50806,IT Jobs,2026-09-04 02:33:44+00:00,https://www.adzuna.in/land/ad/5869558895?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=F8193B6351602A7620D87626F1B1AA4B008CD1F8
5857982568,Data Engineer,HP,"Bangalore, Karnataka","This job is with HP, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Data Engineer Description - Key Roles Designs and establishes secure and performant data architectures, enhancements, updates, and programming changes for portions and subsystems of data pipelines, repositories or models for structured/unstructured data. Analyzes design and determines coding, programming, and integration…",full_time,0,,,IT Jobs,2026-08-27 12:12:30+00:00,https://www.adzuna.in/land/ad/5857982568?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=AE34D03C491E4C32E5FC3C8E2F4D24796D036CDB
5873073773,Data Engineer,InfoVision Inc.,India,"Senior Data Engineer – Data Pipelines & Cloud Databases Location: Pune | Experience: 4 years | Type: Full-Time Role Overview Design, build, manage enterprise data pipelines on Azure and Databricks. Own schema design, API development, and data infrastructure for analytics and intelligence products. Key Responsibilities Data Pipeline Development Implement robust, scalable data pipelines using Microsoft Azure and Databricks stack Build reusable data pipeline components and frameworks Design and op…",full_time,0,,,IT Jobs,2026-09-06 18:33:46+00:00,https://www.adzuna.in/land/ad/5873073773?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=ACE2B69B5EDC639F2117E6BB62541F2EE1FEAC19
5870527089,Data Engineer,Amaris Consulting,"Bangalore, Karnataka","Role We are looking for hands-on Data Engineers with solid experience in modern data engineering practices, especially around ELT, dbt, Data Vault, and data migration . The consultants will contribute to the design, development, migration, and validation of data pipelines in a structured delivery environment. Key Responsibilities Develop and maintain data transformation pipelines using dbt . Design and implement Data Vault data models. Translate business and technical requirements into reliable…",,0,,,IT Jobs,2026-09-04 16:57:16+00:00,https://www.adzuna.in/land/ad/5870527089?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=57C3892C1DA1B301994F6FCCBC6741CF32B024BB
5870527054,Data Engineer,Black Box,"Navi Mumbai, Maharashtra","Job Title: Associate - Data Engineer Job Type: Full-time Experience Level: 1 - 4 Years Location: Airoli - Navi Mumbai About the Role: We are looking for an enthusiastic and detail-oriented Associate Data Engineer to join our growing data team. If you are a recent graduate passionate about data and eager to build a career in data engineering, this is the perfect opportunity for you! In this role, you will work closely with senior engineers to build, maintain, and optimize data pipelines. You wil…",full_time,0,19.02,73.02,IT Jobs,2026-09-04 16:57:15+00:00,https://www.adzuna.in/land/ad/5870527054?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=B5329D336E4DA30953160771CFA11551B1C3B555
5864431277,Data Engineer,Randstad Global Capability Center,"Hyderabad, Telangana","What do you drive for us? ● 2-10 years of experience as a Data Engineer or similar role: Proven track record of designing and implementing data solutions on Google Cloud Platform. As a Data Engineer at Randstad, you will play a pivotal role in designing, implementing, and maintaining our data infrastructure on Google Cloud Platform. You will work closely with our business intelligence, engineering, and business teams to ensure that our data is collected, stored, processed, and analyzed effectiv…",,0,17.40275,78.50806,IT Jobs,2026-09-01 16:21:44+00:00,https://www.adzuna.in/land/ad/5864431277?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=9295115A63CE90BB77C23F82DB4C6E985933A338
5870528358,Data Engineer,Employ,"Hyderabad, Telangana","Job Title: Data Engineer – Databricks Location: Bangalore/ Pune/Hyderabad Job Summary: We are looking for a Data Engineer with strong experience in Databricks, Airflow, Python, and SQL to build and maintain scalable data pipelines and data processing solutions. The ideal candidate will have expertise in ETL/ELT development, workflow orchestration, data modeling, and performance optimization. Key Responsibilities: • Develop and optimize data pipelines using Databricks, Python, and SQL. • Design …",,0,17.40275,78.50806,IT Jobs,2026-09-04 16:58:15+00:00,https://www.adzuna.in/land/ad/5870528358?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=5E1648FF77DECAAD96D48F6273DFD1CB7C476285
5864433064,Data Engineer,EXL,India,"DATA ANALYTICS ENGINEER Fintech / Financial Services / Full-Time / 5 Years Experience Experience- 5 to 8 Years Notice Period- Immediate to 15 Days. Work mode- Hybrid Location- Pune/ Bangalore/Hyderabad/ Noida/ Gururgram Role Summary We are seeking an experienced Data Analytics Engineer to design, build, and optimize scalable data pipelines and analytics infrastructure that power critical financial products and decisions. You will work at the intersection of software engineering and data analyti…",full_time,0,,,IT Jobs,2026-09-01 16:22:00+00:00,https://www.adzuna.in/land/ad/5864433064?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=FA5577B87EC75018EC89CAA740E28D29428E7FB2
5864432432,Data Engineer,EXL,India,"About the Role We are looking for an experienced Data Engineer / Analytics Engineer to build and maintain modern data pipelines using Snowflake, dbt Cloud, and Fivetran . The ideal candidate should have hands-on experience with cloud data platforms and be comfortable leveraging AI coding assistants such as Claude Code, GitHub Copilot, or Cursor to improve engineering productivity. Key Responsibilities Build and maintain end-to-end data pipelines from source systems into Snowflake. Configure and…",,0,,,IT Jobs,2026-09-01 16:21:54+00:00,https://www.adzuna.in/land/ad/5864432432?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=674B54BA2E00DA0D1C4AC9829CC5A36001ED5E44
5876870201,Data Engineer,Eximietas Design,India,"Eximietas Design Hiring: Data Engineer Experience: 5 Years Location: Bangalore Job Type: Full-time | Work from Office Preferred Immediate joiners Role Overview We are looking for a hands-on Data Engineer with strong Python and SQL skills to build scalable data pipelines, ETL/ELT processes, integrations, and data solutions. Key Responsibilities Design and develop scalable data ingestion, ETL/ELT and transformation pipelines . Develop production-quality solutions using Python and advanced SQL . I…",full_time,0,,,IT Jobs,2026-09-09 14:44:31+00:00,https://www.adzuna.in/land/ad/5876870201?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=C46133D8C37F1A94422B2F9349411EB5A921966A
5871992665,Data Engineer,TekValue IT Solutions,"Hyderabad, Telangana","Data Engineer Hybrid - Hyderabad, India Long Term Skills: Strong SQL & data querying skills Proficiency in Python programming Hands-on experience with cloud platforms such as AWS, Azure Good problem-solving skills Basic communication and teamwork skills",,0,17.40275,78.50806,IT Jobs,2026-09-05 18:31:50+00:00,https://www.adzuna.in/land/ad/5871992665?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=6F9A1BAD8C27999ECCBF13EB2B8CBAB6135FF19B
5864436227,Data Engineer,ValueMomentum,"Hyderabad, Telangana","We at Value momentum looking for Senior /Lead Data Engineer. Looking for only Immediate to 15 Days Joiners  Role: Senior /Lead Data Engineer  Experience: Strictly 6–12 Years  Employment Type: Permanent  Work Mode: Work from Office (4 days/week)  Interview Process: Virtual Discussion Followed by Face-to-face interview.  Locations: Hyderabad, Pune, Bangalore, Coimbatore  Notice Period: Immediate to 15 Days preferred If you're interested or know someone who would be a good fit, please share your U…",,0,17.40275,78.50806,IT Jobs,2026-09-01 16:22:28+00:00,https://www.adzuna.in/land/ad/5864436227?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=4406C5227952286914E0DEDEDF15979F206B8E38
5867222136,Data Engineer,Dhurin,India,"About the Company Dhurin is a fast-growing data science firm serving financial services industry. We work with banks, NBFCs, fintech and other financial institutions. Our work is in the space of risk, fraud, collections, marketing, sales, and operations through it we directly influence how financial institutions make smarter decisions. Dhurin is ‘the place’ for someone who is passionate about data and wants to grow with a well-positioned firm. Role Overview As a Data Engineer, you will be respo…",,0,,,IT Jobs,2026-09-02 21:28:08+00:00,https://www.adzuna.in/land/ad/5867222136?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=654D282739A6DB2D7D9AF28F457AC381B86AE2A2
5864442007,Data Engineer,ValueMomentum,"Hyderabad, Telangana","We at ValueMomentum are looking for talented Data Engineers who can join immediately or within 1 week . who are Available for Drive on Sep 5th Saturday  Role: Data Engineer  Experience: 3–6 Years  Mode of Interview: Virtual Followed by Face-to-Face Interview  Employment Type: Permanent  Work Mode: Work from Office (4 days/week)  Locations: Hyderabad  Notice Period: Immediate Joiners to 1 Week Joiners preferred If you’re interested or know someone who would be a good fit, please fill out the for…",,0,17.40275,78.50806,IT Jobs,2026-09-01 16:23:12+00:00,https://www.adzuna.in/land/ad/5864442007?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=D70C212EEA41780F9EE89F40529CF554472012C5
5870527890,Data Engineer,Persistent Systems,"Bangalore, Karnataka","About Position: We are looking for a skilled Data Engineer with strong expertise in Snowflake and dbt (data build tool) to design, build, and scale our modern data platform. You will transform raw data into clean, tested, and high-performance analytical models to support business intelligence and data science teams. Role: Data Engineer Location: Bangalore Experience: 3 to 8 years Job Type: Full Time Employment What You'll Do: Pipeline Development: Build and maintain modular ELT data pipelines u…",full_time,0,,,IT Jobs,2026-09-04 16:57:52+00:00,https://www.adzuna.in/land/ad/5870527890?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=034699BE6C4F1F763C6446A8AA76327F80D2EA41
5870527895,Data Engineer,Insight Global,India,"Insight Global is seeking an experienced Analytics Engineer / Data Engineer to support a large-scale data transformation and enablement initiative. This individual will serve as a key bridge between source systems and reporting teams, helping ensure data accuracy, consistency, and accessibility across the organization. The ideal candidate will be highly proficient in Snowflake and SQL , with a strong background in data transformation, reconciliation, root cause analysis, and data quality initia…",,0,,,IT Jobs,2026-09-04 16:57:52+00:00,https://www.adzuna.in/land/ad/5870527895?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=AE11DDF9CD135A521B9776626DA4D8CAF622883B
5864435039,Data Engineer,"Enterprise Minds, Inc",India,"Data Engineer Location: Pune Experience: 5–9 Years Employment Type: Full-Time Job Summary We are looking for an experienced Data Engineer to join our team in Pune. The ideal candidate will have strong hands-on experience in building, deploying, and automating scalable data pipelines and data solutions. You will work on end-to-end data ingestion, processing, data modeling, visualization, and dashboarding solutions while collaborating with global customers and cross-functional teams. The role req…",full_time,0,,,IT Jobs,2026-09-01 16:22:15+00:00,https://www.adzuna.in/land/ad/5864435039?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=A6A8E19BF045BFDE4B9BDFCD962E2C2DBA090BD8
5867222134,Data Engineer,GMG,India,"Role Summary: We are seeking a highly skilled Data Engineer specializing in AWS and Databricks. The ideal candidate will design, build, and maintain scalable data pipelines, ensuring efficient data ingestion, processing, and integration from multiple sources—including Google Analytics event data. This role requires deep expertise in AWS Glue, Lambda, Athena, Redshift, Databricks, PySpark, and SQL, alongside strong performance tuning, data security, and cost optimization skills. Candidates with …",,0,,,IT Jobs,2026-09-02 21:28:08+00:00,https://www.adzuna.in/land/ad/5867222134?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=759C4B34316CFC22B916B7BBDE529C64264E6584
5864426417,Data Engineer,AssetMark Global Wealth,"Hyderabad, Telangana","Who We Are: AssetMark is a leading wealth management platform dedicated to empowering financial advisors and the investors they serve. As we continue to expand our global capabilities, we are establishing a Global Capability Center (GCC) in Hyderabad to enhance our operational excellence, strengthen strategic capabilities, and support our long-term growth. We are seeking an experienced Data Engineer to join the Billing team in Hyderabad. Billing is a business-critical and highly sensitive area …",,0,17.40275,78.50806,IT Jobs,2026-09-01 16:20:48+00:00,https://www.adzuna.in/land/ad/5864426417?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=9BC901A253B7ED13F2DD1154AB70B06D22A298C9
5864427751,Data Engineer,Innodata Inc.,India,"Experience: 5-8 years Work Mode: Remote About Role : We are seeking a GCP Data Engineer to design and build enterprise data warehouses, data lakes, and pipelines that power data-driven decision-making for data center supply chain and real estate operations. This role is responsible for creating scalable, secure, and optimized ETL infrastructure on Google Cloud Platform (GCP), while enabling advanced AI/ML use cases such as RAG, copilots, and agentic AI for predictive analytics and workflow auto…",,0,,,IT Jobs,2026-09-01 16:21:10+00:00,https://www.adzuna.in/land/ad/5864427751?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=8F1D6F22647D710D68DCC4537BCB523D85F8B033
5873073997,Data Engineer,Tata Consultancy Services,"Delhi, India",Role: Data Engineer Experience: 6–10 Years Location: Gurgaon Notice Period: Immediate Joiners / 0-30 Days Preferred Responsibility of / Expectations from the Role Build applications using Python and SQL Understanding of database schema design. Proficient in the coding languages -Python Should be able to do design and development Good analytic skill and able to performing solutioning Have good exposure to AWS cloud services,,0,28.62523,77.224601,IT Jobs,2026-09-06 18:34:22+00:00,https://www.adzuna.in/land/ad/5873073997?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=8A4EC0169110475AB27DDBA5FB87C6F456FC5312
5871991397,Data Engineer,Flexton Inc.,India,"KEY RESPONSIBILITIES Design, build, and maintain scalable data ingestion pipelines from diverse source systems (databases, APIs, files, streaming) into the Databricks lakehouse. Implement and optimize the medallion architecture (bronze/silver/gold layers), ensuring clear data quality and transformation logic at each stage. Develop data transformation and cleansing logic using PySpark, Spark SQL, and Delta Lake to produce curated, analytics-ready datasets. Build and orchestrate ETL/ELT workflows…",,0,,,IT Jobs,2026-09-05 18:29:13+00:00,https://www.adzuna.in/land/ad/5871991397?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=98BC616C00BEBFE1C8BD454C47142A66C8B5D9F4
5864433330,Data Engineer,ValueMomentum,"Hyderabad, Telangana","We at Value momentum Looking for Senior Bricks Data Engineer. With strong Experience in Data Bricks, Azure Data Factory, SQL, Py spark, Delta Live Tables. Immediate to 30 Days Joiners Immediate joiners are Highly Preferred. Role: Senior Data Bricks Engineer Skills required: Data Bricks, Pyspark, Azure Data Factory, Delta Live Tables, SQL Experience: 5–12 Years Mode of Interview: Virtual and Face to Face interview Location: Hyderabad, Pune, Bangalore Work Mode: Work from Office (4 days/week) Emp…",,0,17.40275,78.50806,IT Jobs,2026-09-01 16:22:02+00:00,https://www.adzuna.in/land/ad/5864433330?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=914BAFE5438F7555D6A288C02EA16C790717D6B0
5874134642,Data Engineer,TalentBridge,India,"Only apply if you can start ASAP - Start Date September 21 Only apply if you are comfortable with a Contract to Hire role (6-month contract; after that it will convert to Full-Time Permanent) Data Engineer – Microsoft Fabric About the Role We are looking for a hands-on Data Engineer with strong Microsoft Fabric experience to build and optimize scalable data solutions supporting analytics and business operations. The ideal candidate has strong experience with Microsoft Fabric, Python, PySpark, S…",full_time,0,,,IT Jobs,2026-09-07 18:38:03+00:00,https://www.adzuna.in/land/ad/5874134642?se=LD_PHLyt8RGWn_T67fT_Ug&utm_medium=api&utm_source=c45bc7b0&v=11B69A870D9B36567AA4DD559ED7E899368C712D
